form,doc,before,keyword,after,anchor
wat,let004,vooral voortdurend op de hoogte van,wat,je alzoo ziet dat doet mij,let004:0.2.0.0.14
wat,let005,ook Je zult nu al zoo,wat,op de hoogte komen Hoe is,let005:0.2.0.0.22
wat,let005,Je moet mij vooral meer schrijven,wat,je alzoo ziet Ik ben Zondag,let005:0.2.0.0.24
wat,let005,was zeer interessant ik ben nieuwsgierig,wat,voor figuur de Hollanders te Weenen,let005:0.2.0.0.24
wat,let005,naar je laten zij je groeten,Wat,heerlijk weer tegenwoordig ik profiteer er,let005:0.2.0.0.34
wat,let005,al met Willem uit roeien geweest,Wat,zou ik dezen zomer nog graag,let005:0.2.0.0.34
wat,let009,Theo Je zult wel verlangen om,wat,van mij te hooren en ik,let009:0.2.0.0.7
wat,let009,c Schrijf mij ook vooral eens,wat,je al zoo voor schilde rijen,let009:0.2.0.0.9
wat,let009,den laatsten tijd ook of er,wat,nieuws in etsen of lithographiën is,let009:0.2.0.0.9
wat,let009,hou den zelf piano spelen zingen,wat,de avonden heel gezellig maakt Ik,let009:0.2.0.0.13
wat,let010,huis die veel van muziek houden,wat,zeer aangenaam is Een der mooiste,let010:0.2.0.0.25
wat,let011,ij van Linder is zeer mooi,Wat,de photogravure betreft ik weet wel,let011:0.2.0.0.9
wat,let011,nu reeds beter is Dank voor,wat,je mij van schilderijen geschreven hebt,let011:0.2.0.0.21
wat,let011,avond dat ik te huis was,Wat,zou ik je graag eens hier,let011:0.2.0.0.23
wat,let011,ik je graag eens hier hebben,wat,hebben wij te s’Hage prettige dagen,let011:0.2.0.0.23
wat,let011,en Tante schrijf mij daar eens,wat,van komt gij er dikwijls Groet,let011:0.2.0.0.31
wat,let012,weer eens schrijft moet ik nog,wat,meer hooren van dat laatste stuk,let012:0.2.0.0.9
wat,let012,St Agnes eve maar dat is,wat,te lang om het te copieeren,let012:0.2.0.0.11
wat,let012,hij mij schreef Een dag of,wat,geleden kreeg ik een bezoek van,let012:0.2.0.0.28
wat,let012,wonen zeer ver van elkaar af,wat,mij zeer spijt En nu zeg,let012:0.2.0.0.28
wat,let013,je ook goed gaan Dank voor,wat,je mij van de schilderijen schreef,let013:0.2.0.0.29
wat,let014,van mijne nieuwe woning hebben vernomen,Wat,gij van den winter zegt is,let014:0.2.0.0.15
wat,let015,spoedig na je aankomst te s’Hage,wat,van mij hoort Ik ben verlangend,let015:0.2.0.0.7
wat,let015,Ik ben verlangend om te hooren,wat,je eerste indruk van je nieuwe,let015:0.2.0.0.7
wat,let015,de zaak te s’Hage als je,wat,gewend zult zijn Ik twijfel niet,let015:0.2.0.0.9
wat,let015,later als den handel in schilderijen,wat,importanter wordt zal ik misschien van,let015:0.2.0.0.19
wat,let015,prettige dagen gehad hebben te huis,wat,zou ik allen ook graag eens,let015:0.2.0.0.21
wat,let015,van Stockum Roos vertel Betsy Tersteeg,wat,van mij als ze éens beneden,let015:0.2.0.0.23
wat,let016,maken ik ben weer verlangend om,wat,te hooren Hebt ge Theo al,let016:0.2.0.0.9
wat,let016,in de Poten goe den dag,wat,zou ik van daag graag eens,let016:0.2.0.0.17
wat,let017,dat is rijk dat is poesie,Wat,zou ik graag nog eens met,let017:0.2.0.0.11
wat,let017,dat nog niet ge noeg is,wat,zal dan genoeg zijn Toch vergeet,let017:0.2.0.0.28
wat,let017,gemaakt wordt wij komen er dus,wat,gemakkelijker af dan jelui te s’Hage,let017:0.2.0.0.30
wat,let017,heb je in dezen geschreven juist,wat,mij in de pen kwam ik,let017:0.2.0.0.34
wat,let018,je eens een woordje te schrijven,Wat,zijn het goede dagen geweest wenn,let018:0.2.0.0.9
wat,let018,grijpen mocht En tot ideaal dat,wat,Mauve noemt dat is het Old,let018:0.2.0.0.13
wat,let019,erg geleerd Burger is eenvoudiger al,wat,die zegt is waar Ik ben,let019:0.2.0.0.7
wat,let020,Ik verlang er zoo naar haar,wat,meer te kennen dan ik nu,let020:0.2.0.0.13
wat,let022,zoo mogelijk voor een dag of,wat,naar den Haag want den Haag,let022:0.2.0.0.23
wat,let022,reseda nu moeten we maar afwachten,wat,er van komt Ik geniet de,let022:0.2.0.0.29
wat,let023,te vragen hebt Wij hebben heel,wat,moois hier o.a een kranig Sch,let023:0.2.0.0.11
wat,let023,ben in den laatsten tijd weer,wat,aan t teekenen geweest maar t,let023:0.2.0.0.16
wat,let026,je al in Michelet gelezen hebt,wat,je daarvan denkt Voor mij was,let026:0.2.0.0.24
wat,let027,ten minste zien dat er heel,wat,meer in de liefde steekt dan,let027:0.2.0.0.7
wat,let027,hoofdstuk als Les aspirations de l’Automne,wat,is het rijk Dat een vrouw,let027:0.2.0.0.17
wat,let027,goeds t Is zooals t is,wat,zal een mensch er aan doen,let027:0.2.0.0.30
wat,let027,agency laten inschrijven We doen dus,wat,we kunnen Hoe meer haast hoe,let027:0.2.0.0.32
wat,let028,les remparts Marguérite à l’église c,Wat,is t sujet van de Leys,let028:0.2.0.0.17
wat,let029,heeft beloofd ons daarvoor t beste,wat,te krijgen is te zenden de,let029:0.2.0.0.7
wat,let029,in de schemering ge kunt denken,wat,een sentiment Ruysdaels Frans Hals van,let029:0.2.0.0.9
vreesselijk,let001,het een en ander gezien Wat,vreesselijk,weer je zult het wel benauwd,let001:0.2.0.0.11
zult,let001,ander gezien Wat vreesselijk weer je,zult,het wel benauwd hebben op je,let001:0.2.0.0.11
zult,let002,mede Ik twijfel niet of je,zult,er wel pleizier in krijgen het,let002:0.2.0.0.9
zult,let003,maar houd je maar taai je,zult,er wel komen Vraag eens aan,let003:0.2.0.0.21
zult,let004,zou haar zooveel pleizier doen Je,zult,het wel druk hebben maar dat,let004:0.2.0.0.16
zult,let004,ben nieuwsgierig of je nog gelegenheid,zult,vinden om nog eens schaatsen te,let004:0.2.0.0.19
zult,let005,je tijd kunt vinden eens schrijven,zult,Je hebt zeker al gehoord dat,let005:0.2.0.0.7
zult,let005,druk zijn bij ons ook Je,zult,nu al zoo wat op de,let005:0.2.0.0.22
zult,let007,pleizier in je werk krij gen,zult,Mijn tijd begint op te kor,let007:0.2.0.0.19
zult,let009,Londen Juni Waarde Theo Je,zult,wel verlangen om wat van mij,let009:0.2.0.0.7
zult,let010,ik dacht je het met pleizier,zult,lezen heb het daarom voor je,let010:0.2.0.0.35
zult,let011,gemaakt waarvan je de gravures wel,zult,kennen dat is zeer mooi Dan,let011:0.2.0.0.11
zult,let011,Turner naar wien je wel gravures,zult,gezien hebben Er wonen enkele goede,let011:0.2.0.0.11
zult,let011,voorts maar daarom niet getreurd Je,zult,zeker gehoord hebben dat Anna te,let011:0.2.0.0.19
zult,let011,waarschijn lijk wel eens iets zien,zult,Hierbij eene copie van dat vers,let011:0.2.0.0.21
zult,let011,was dat je je wel herrinneren,zult,Dat is echt Brabant en ik,let011:0.2.0.0.23
zult,let013,woning waarvan je zeker ge hoord,zult,hebben te zien Ik heb nu,let013:0.2.0.0.9
zult,let014,brief gehad dien reeds beantwoord gij,zult,dus waarschijnlijk reeds gehoord hebben dat,let014:0.2.0.0.13
zult,let014,door Michelet Ik hoop gij dezen,zult,kunnen lezen ik heb maar voortgeschre,let014:0.2.0.0.27
zult,let015,gerekend per dag Mij dunkt je,zult,het prettig werken vinden in de,let015:0.2.0.0.9
zult,let015,te s’Hage als je wat gewend,zult,zijn Ik twijfel niet of je,let015:0.2.0.0.9
zult,let015,anders zijn dan bij ons Je,zult,prettige dagen gehad hebben te huis,let015:0.2.0.0.21
zult,let017,ik hoop je er uit wijs,zult,kunnen worden à Dieu groeten aan,let017:0.2.0.0.34
zult,let026,hoop ik beiden op je kamer,zult,hangen In dezelfde kist is eene,let026:0.2.0.0.7
wel,let001,Wat vreesselijk weer je zult het,wel,benauwd hebben op je wandelingen naar,let001:0.2.0.0.11
wel,let001a,ik niet maar hoop dat toch,wel,te weten te komen daar ik,let001a:0.2.0.0.12
wel,let002,twijfel niet of je zult er,wel,pleizier in krijgen het is zoo’n,let002:0.2.0.0.9
wel,let002,bepraten hebben Ik geloof dat Brussel,wel,een heel pleizierige stad is maar,let002:0.2.0.0.18
wel,let003,hoorde ik dat gij goed en,wel,te Brussel gearriveerd zijt en Uw,let003:0.2.0.0.7
wel,let003,houd maar goeden moed het zal,wel,lukken Ge moet mij eens spoedig,let003:0.2.0.0.9
wel,let003,een beste kerel is die u,wel,goed op de hoogte zal brengen,let003:0.2.0.0.11
wel,let003,dikwijls aan zij zullen U ook,wel,lang in het geheugen blijven daar,let003:0.2.0.0.14
wel,let003,er in Het begin is misschien,wel,moeielijker dan in iets anders maar,let003:0.2.0.0.21
wel,let003,je maar taai je zult er,wel,komen Vraag eens aan Schmidt wat,let003:0.2.0.0.21
wel,let004,in het begin doen wat hij,wel,zou willen Wat heb ik medelijden,let004:0.2.0.0.7
wel,let004,zaken zoo goed gingen Het is,wel,treurig Verl Zondag ben ik bij,let004:0.2.0.0.9
wel,let004,zooveel pleizier doen Je zult het,wel,druk hebben maar dat is wel,let004:0.2.0.0.16
wel,let004,wel druk hebben maar dat is,wel,prettig Het is hier koud men,let004:0.2.0.0.16
wel,let005,L te zien zoo als je,wel,denken kunt maar toch spijt het,let005:0.2.0.0.15
wel,let005,voor het Engelsch ik kan dat,wel,goed verstaan maar spreken gaat toch,let005:0.2.0.0.15
wel,let005,gaat het met Oom Hein zeker,wel,niet beter hoe maakt Tante het,let005:0.2.0.0.20
wel,let005,in de zaak zeker zal het,wel,druk zijn bij ons ook Je,let005:0.2.0.0.22
wel,let006,dat het er nu ook nog,wel,zal zijn Zeg Oom Tante de,let006:0.2.0.0.25
wel,let007,Parijs ik vrees echter dat het,wel,Maandag zal worden ik Zondag nog,let007:0.2.0.0.22
wel,let007,ik Brussel passeer maar t zou,wel,mogelijk zijn dat ik dat niet,let007:0.2.0.0.22
wel,let008,vrienden te moeten scheiden kan je,wel,denken Adieu kerel groet Oom Tante,let008:0.2.0.0.13
wel,let009,Londen Juni Waarde Theo Je zult,wel,verlangen om wat van mij te,let009:0.2.0.0.7
wel,let009,het betrekkelijk stil is het heeft,wel,iets van Tilburg of zoo Te,let009:0.2.0.0.13
wel,let010,dan te s’Hage maar dat zal,wel,wennen Reeds om uur ben ik,let010:0.2.0.0.15
wel,let010,tijd om naar bed te gaan,Wel,te rusten Vincent De Avondstond Langzaem,let010:0.2.0.0.44
wel,let011,Wat de photogravure betreft ik weet,wel,zoowat hoe zij gemaakt worden maar,let011:0.2.0.0.9
wel,let011,heeft gemaakt waarvan je de gravures,wel,zult kennen dat is zeer mooi,let011:0.2.0.0.11
wel,let011,en dan Turner naar wien je,wel,gravures zult gezien hebben Er wonen,let011:0.2.0.0.11
wel,let011,wezentlijk goed getroffen Toch denk ik,wel,eens met weemoed aan de heerlijke,let011:0.2.0.0.17
wel,let011,dat Anna te huis en niet,wel,is dat is een slecht begin,let011:0.2.0.0.19
wel,let011,en van wien je waarschijn lijk,wel,eens iets zien zult Hierbij eene,let011:0.2.0.0.21
wel,let011,hij besteed was dat je je,wel,herrinneren zult Dat is echt Brabant,let011:0.2.0.0.23
wel,let011,door Weissenbruch je herrinnert je misschien,wel,den vrolijken Wijs is zijn bijnaam,let011:0.2.0.0.23
wel,let011,hebben wij het daar misschien nog,wel,eens over En nu kerel heb,let011:0.2.0.0.23
wel,let012,van voor perso nen dat is,wel,het grootste dat je gemaakt hebt,let012:0.2.0.0.9
wel,let014,vinden was gij weet wij daar,wel,eens over gesproken hebben Gij weet,let014:0.2.0.0.9
wel,let015,Mr Schmidt gekregen hebt dat bewijst,wel,dat je het opperbest gemaakt hebt,let015:0.2.0.0.7
wel,let015,huis bij Roos zal je ook,wel,be vallen Je moet maar veel,let015:0.2.0.0.9
wel,let015,je het uit hebt zal er,wel,eens gelegenheid zijn het mij terug,let015:0.2.0.0.15
wel,let019,de moeite waard hij zal je,wel,eens vragen om te komen kijken,let019:0.2.0.0.11
wel,let020,dat is like me je weet,wel,ik het goed meen Nu moet,let020:0.2.0.0.9
wel,let020,in Mei zijn misschien zou t,wel,geschikt kunnen worden dat ik haar,let020:0.2.0.0.11
wel,let022,gelukgewenscht met je verjaardag doe maar,wel,zie niet om dan zal t,let022:0.2.0.0.7
wel,let022,zie niet om dan zal t,wel,lukken Ik was blij met je,let022:0.2.0.0.7
wel,let022,Jacquet daar ik dacht je die,wel,zoudt willen hebben v Gorkom’s sch,let022:0.2.0.0.15
wel,let022,wandeling naar de Vink had ik,wel,mee willen maken Ik wandel hier,let022:0.2.0.0.25
wel,let022,schrijven k Vrees echter t nog,wel,een week of duren zal eer,let022:0.2.0.0.46
wel,let026,meer missen Anna ik zijn goed,wel,te Londen gearriveerd zullen t hier,let026:0.2.0.0.13
wel,let026,te Londen gearriveerd zullen t hier,wel,stellen Ik zeg niet dat we,let026:0.2.0.0.13
wel,let027,al Entre nous ik denk we,wel,moeielijk iets voor haar zullen kun,let027:0.2.0.0.44
wel,let028,idées als je twijfelt of die,wel,goed zijn toets ze dan aan,let028:0.2.0.0.11
benauwd,let001,vreesselijk weer je zult het wel,benauwd,hebben op je wandelingen naar Ois,let001:0.2.0.0.11.1
op,let001,je zult het wel benauwd hebben,op,je wandelingen naar Ois ter wijk,let001:0.2.0.0.11
op,let001a,Heer v Stockum die er commissie,op,scheen te hebben Voor wien het,let001a:0.2.0.0.9
op,let003,kerel is die u wel goed,op,de hoogte zal brengen Wat waren,let003:0.2.0.0.11
op,let004,ken ik heb zelfs het schilderij,op,de tentoonstelling te Brussel gezien Houdt,let004:0.2.0.0.14
op,let004,Brussel gezien Houdt mij vooral voortdurend,op,de hoogte van wat je alzoo,let004:0.2.0.0.14
op,let004,hier koud men rijdt al schaatsen,op,het veldijs ik wandel zooveel als,let004:0.2.0.0.19
op,let005,van de nouveautés waar Iterson mede,op,reis gaat Voor hij terug is,let005:0.2.0.0.11
op,let005,mij zijn daar ik waarschijnlijk alleen,op,een kamer zal moeten wonen dus,let005:0.2.0.0.13
op,let005,de dingen maar niet te zwaar,op,te nemen Ik vind het heerlijk,let005:0.2.0.0.15
op,let005,Je zult nu al zoo wat,op,de hoogte komen Hoe is het,let005:0.2.0.0.22
op,let005,mij goeden dag Ik hoop maar,op,Paschen Steeds je liefh broer Vincent,let005:0.2.0.0.34
op,let005,het heel aardig vinden als wij,op,den zelfden dag kwamen Adieu Theo,let005:0.2.0.0.45
op,let007,krij gen zult Mijn tijd begint,op,te kor ten Zaturdag ga ik,let007:0.2.0.0.22
op,let007,ik geef je hieronder mijn adres,op,Ik schrijf je in haast zoo,let007:0.2.0.0.25
op,let009,ik wil je dus niet langer,op,een brief laten wachten Van huis,let009:0.2.0.0.7
op,let009,moet mij daar maar goed van,op,de hoogte hou den want in,let009:0.2.0.0.9
op,let009,van al het moois dat ik,op,de tentoonstelling in de Louvre Luxembourg,let009:0.2.0.0.15
op,let010,teeken des kruises zich zegent Wijl,op,den akker de boer zijn dampende,let010:0.2.0.0.63
op,let010,gedijen Ook den kunstnaer die ginds,op,de helling des lommrigen heuvels Reeds,let010:0.2.0.0.74
op,let010,toren Zweeg nu Roerloos hingen daerginds,op,de hoogte de bruine Molenwieken het,let010:0.2.0.0.102
op,let010,oproepend de toonen des toethoorns En,op,dit sein van hun hoeder verscheen,let010:0.2.0.0.126
op,let010,maekt En zoo kwam er allengs,op,de paden die even als speeken,let010:0.2.0.0.138
op,let010,een boer die egge of ploeg,op,de veldslet huiswaerts Sleepte en een,let010:0.2.0.0.142
op,let010,en een deuntje floot ter zijde,op,zijn bruintje gezeten Daer een blozende,let010:0.2.0.0.144
op,let010,bussel geurige klaver Vol madelieven kol,op,t hoofd die den andren van,let010:0.2.0.0.148
op,let010,goên avond toeriep Verder Maer juist,op,de baen waer t padje gevolgd,let010:0.2.0.0.152
op,let010,door den schilder Heenliep klonk hem,op,eens een schaterend juichen tegen Zwenkend,let010:0.2.0.0.152
op,let010,elk met een krans van bloemen,op,t vlas blond kopje Zaten boven,let010:0.2.0.0.160
op,let010,vlas blond kopje Zaten boven er,op,blij zwaeiend met elzene takken Of,let010:0.2.0.0.162
op,let010,diepe genot dat de ziele Smaekt,op,t veld of nog eens het,let010:0.2.0.0.189
op,let011,geloof een zoon van hem die,op,de laatste tentoonstelling te Brussel prachtige,let011:0.2.0.0.15
op,let011,zoo dikwijls aan dien wan deling,op,den Rijswijkschen weg waar wij aan,let011:0.2.0.0.23
op,let011,teeken des kruises zich zegent Wijl,op,den akker de boer zijn dampende,let011:0.2.0.0.47
op,let011,gedijen Ook den kunstnaer die ginds,op,de helling des lommrigen heuvels Reeds,let011:0.2.0.0.58
op,let011,Zweeg nu Roerloos hingen daer ginds,op,de hoogte de bruine Molenwieken het,let011:0.2.0.0.86
op,let011,oproepend de toonen des toethoorns En,op,dit sein van hun hoeder verscheen,let011:0.2.0.0.110
op,let011,maekt En zoo kwam er allengs,op,de paden die even als speeken,let011:0.2.0.0.122
op,let011,een boer die egge of ploeg,op,de veldslet huiswaert Sleepte een deuntje,let011:0.2.0.0.126
op,let011,Sleepte een deuntje floot ter zijde,op,zijn bruintje gezeten Daer een blozende,let011:0.2.0.0.128
op,let011,bussel geurige klaver Vol madelieven kol,op,t hoofd die den andren van,let011:0.2.0.0.133
op,let011,goen avond toeriep Verder Maer juist,op,de baen waer t padje gevolgd,let011:0.2.0.0.137
op,let011,door den schilder Heenliep klonk er,op,eens een schaterend juichen hem tegen,let011:0.2.0.0.139
op,let011,elk met een krans van bloemen,op,t vlas blond kopje Zaten boven,let011:0.2.0.0.147
op,let011,vlas blond kopje Zaten boven er,op,blij zwaeiend met elzene takken Of,let011:0.2.0.0.149
op,let011,diepe genot dat de ziele Smaekt,op,t veld of nog eens gansch,let011:0.2.0.0.175
op,let013,ik om te hooren of je,op,Moe’s verjaardag naar Helvoirt geweest zijt,let013:0.2.0.0.7
op,let013,houdt Eenigen tijd geleden ben ik,op,een Zaturdag met Engelschen uit roeien,let013:0.2.0.0.11
op,let013,Zaturdag met Engelschen uit roeien geweest,op,den Theems Dat was prachtig mooi,let013:0.2.0.0.11
op,let014,voorgesteld om nog tot aanst April,op,school te blijven dan het Fransch,let014:0.2.0.0.9
op,let014,voorheeft dat men allerlei for maten,op,het zelfde blad kan schikken zoo,let014:0.2.0.0.19
op,let014,iedereen gegeven het goede schoone zoo,op,te merken te voelen als gij,let014:0.2.0.0.25
op,let015,doen is maar t zal niet,op,eens gaan natuurlijk is het allereerst,let015:0.2.0.0.7
op,let015,gekleurd daar is eene mooie verdienste,op,De phot Musée Goupil C ie,let015:0.2.0.0.9
op,let015,te sturen van de schilders die,op,de Parijsche tentoonstelling be kroond zijn,let015:0.2.0.0.17
op,let017,inventaris bezig die echter in dagen,op,gemaakt wordt wij komen er dus,let017:0.2.0.0.30
op,let018,wereld dat is t kleine plekje,op,de wereld waar we neergezet worden,let018:0.2.0.0.11
op,let019,het echter terug als je het,op,je gemak uitgelezen hebt Ik heb,let019:0.2.0.0.7
op,let019,je eens aangaande B.H pas echter,op,je hart kerel Heb je Mr,let019:0.2.0.0.9
op,let021,Je moet vooral zorgen dat je,op,de hoogte komt van de schilderijen,let021:0.2.0.0.14
op,let026,Tochterlein die je hoop ik beiden,op,je kamer zult hangen In dezelfde,let026:0.2.0.0.7
wandelingen,let001,het wel benauwd hebben op je,wandelingen,naar Ois ter wijk Gisteren is,let001:0.2.0.0.11
wandelingen,let022,er van komt Ik geniet de,wandelingen,van huis naar de zaak s’avonds,let022:0.2.0.0.31
wandelingen,let027,houdt zich flink wij doen heerlijke,wandelingen,samen t is hier zoo mooi,let027:0.2.0.0.24
naar,let001,wel benauwd hebben op je wandelingen,naar,Ois ter wijk Gisteren is het,let001:0.2.0.0.11
naar,let001a,ken hij mij beloofd heeft er,naar,te in formeeren Zoodra ik er,let001a:0.2.0.0.12
naar,let001a,schrijven De verkooping was druk bezocht,naar,ik hoor zijn er over het,let001a:0.2.0.0.14
naar,let002,beklaag je dat je iederen dag,naar,Oisterwijk moet in dit hondenweer Groeten,let002:0.2.0.0.32
naar,let003,Daar werd ons in den winkel,naar,gevraagd ik weet dat het te,let003:0.2.0.0.23
naar,let003,laten maken Ben je al eens,naar,het Palais Ducal geweest Doe dat,let003:0.2.0.0.27
naar,let004,ik ben blij dat je het,naar,je zin hebt het goed hebt,let004:0.2.0.0.7
naar,let004,Zooals je weet is Oom pas,naar,Parijs geweest heeft prachtige schilderijen teekeningen,let004:0.2.0.0.11
naar,let004,nog te Amsterdam gebleven nog eens,naar,de museums geweest Weet je dat,let004:0.2.0.0.11
naar,let004,anders den voornaam is De photogr,naar,Rotta ken ik heb zelfs het,let004:0.2.0.0.14
naar,let004,bedoelde niet dat zijn alleen lithogr,naar,Corot Ik bedank je echter voor,let004:0.2.0.0.14
naar,let004,rijden Hierbij mijn portret als je,naar,huis schrijft zeg er dan echter,let004:0.2.0.0.19
naar,let005,hebt zeker al gehoord dat ik,naar,Londen ga dat waar schijnlijk heel,let005:0.2.0.0.9
naar,let005,eenigzins kan ga ik met Paschen,naar,Helvoirt maar dat zal afhangen van,let005:0.2.0.0.11
naar,let005,ziet Ik ben Zondag voor dagen,naar,Amsterdam geweest om eene tentoonstelling te,let005:0.2.0.0.24
naar,let005,van de schilderijen die van hier,naar,Weenen gaan Dat was zeer interessant,let005:0.2.0.0.24
naar,let005,maken zullen Ik ben zeer nieuwsgierig,naar,de Engelsche schilders wij zien daar,let005:0.2.0.0.26
naar,let005,Haanebeek Tante Fie vragen zij gedurig,naar,je laten zij je groeten Wat,let005:0.2.0.0.32
naar,let005,ik iets naders hoor over mijn,naar,Helvoirt gaan schrijf ik het je,let005:0.2.0.0.45
naar,let006,maar misschien heeft Oom het reeds,naar,Parijs terug gezonden Is dat echter,let006:0.2.0.0.21
naar,let006,niet zorg dan dat het onmiddelijk,naar,hier gezonden wordt wij hebben alle,let006:0.2.0.0.23
naar,let007,t’huis goeden dag zeggen dan Zondag,naar,Parijs ik vrees echter dat het,let007:0.2.0.0.22
naar,let008,Maandag morgen vertrek ik van Helvoirt,naar,Parijs passeer Brussel om uur min,let008:0.2.0.0.7
naar,let009,eens spoedig ik verlang daar zeer,naar,vertel mij eens hoe je nu,let009:0.2.0.0.9
naar,let009,ik met Mr Obach mijn chef,naar,buiten ge weest naar Boxhill dat,let009:0.2.0.0.19
naar,let009,mijn chef naar buiten ge weest,naar,Boxhill dat is een hoogen heuvel,let009:0.2.0.0.19
naar,let010,het is reeds laat tijd om,naar,bed te gaan Wel te rusten,let010:0.2.0.0.42
naar,let011,vrouwenportretten hebben geschilderd en dan Turner,naar,wien je wel gravures zult gezien,let011:0.2.0.0.11
naar,let011,goede Fransche schilders hier o.a Tissot,naar,wien verscheidene phot in onze Gal,let011:0.2.0.0.13
naar,let011,gelegenheid eens schrijven of er photographien,naar,Wauters zijn behalve Hugo v.d Goes,let011:0.2.0.0.15
naar,let011,en of je ook photographies kent,naar,schilderijen van Lagye en de Braekeleer,let011:0.2.0.0.15
naar,let012,ik met een van de Duitschers,naar,Dulwich anderhalf uur buiten L geweest,let012:0.2.0.0.17
naar,let012,gaan zien daarna zijn wij nog,naar,een dorp zoowat een uur verder,let012:0.2.0.0.17
naar,let012,L komen iederen dag per spoor,naar,de stad misschien doe ik dat,let012:0.2.0.0.17
naar,let012,gekregen hebt daar ben ik nieuwsgierig,naar,Ik heb een brief van Marinus,let012:0.2.0.0.23
naar,let012,Marinus gehad daaruit gezien dat hij,naar,Amsterdam gaat Dat is eene groote,let012:0.2.0.0.26
naar,let013,hooren of je op Moe’s verjaardag,naar,Helvoirt geweest zijt hoe je het,let013:0.2.0.0.7
naar,let013,zijn met enkele uitzon deringen zeer,naar,dun Ik heb er eenigen tijd,let013:0.2.0.0.18
naar,let013,verandering voor je zijn nu je,naar,s’Hage gaat Ik wed het je,let013:0.2.0.0.29
naar,let014,hebben Gij weet reeds dat Theo,naar,den Haag komt ik vind dat,let014:0.2.0.0.11
naar,let014,paar kleine photogr die hoop ik,naar,je zin zullen zijn Hier heeft,let014:0.2.0.0.19
naar,let014,mede te beginnen Un Baptême is,naar,Anker een Zwitser die allerlei sujetten,let014:0.2.0.0.21
naar,let014,intiem Puritans going to church is,naar,Boughton een der beste schilders hier,let014:0.2.0.0.23
naar,let014,nu vind Le bon frère is,naar,van Muyden een Zwitsersch schilder encore,let014:0.2.0.0.25
naar,let014,zien La lune de miel is,naar,Eugène Feyen een der weinige schilders,let014:0.2.0.0.25
naar,let015,Hier is met de gewone gravures,naar,Brochart c letterlijk bijna niets te,let015:0.2.0.0.9
naar,let015,onder anderen van de Venus Anadyomene,naar,Ingres reeds epr d’artiste verkocht Maar,let015:0.2.0.0.9
naar,let015,te hooren Je moet maar dikwijls,naar,t museum gaan het is goed,let015:0.2.0.0.13
naar,let015,graag eens weerzien Zeg allen die,naar,mij vragen goeden dag vooral bij,let015:0.2.0.0.23
naar,let017,in de zaak als iemand anders,naar,mij vraagt vooral ook aan allen,let017:0.2.0.0.34
naar,let018,nog niet maar ik jaag er,naar,of ik t ook grijpen mocht,let018:0.2.0.0.11
naar,let019,Roos Iterson Jan Piet allen die,naar,mij mochten vragen t Ga je,let019:0.2.0.0.14
naar,let020,nieuws vertellen misschien komt onze Anna,naar,hier je kunt denken hoe heerlijk,let020:0.2.0.0.11
naar,let020,kom halen Ik verlang er zoo,naar,haar wat meer te kennen dan,let020:0.2.0.0.13
naar,let020,Pooten als de een of ander,naar,mij vraagt Hebt ge de kennis,let020:0.2.0.0.15
naar,let021,Ik ben blij dat je soms,naar,Oom Cor toe gaat Je ziet,let021:0.2.0.0.16
naar,let022,Haanebeek aan huis komt Als ik,naar,Holland kom dan kom ik ook,let022:0.2.0.0.23
naar,let022,mogelijk voor een dag of wat,naar,den Haag want den Haag is,let022:0.2.0.0.23
naar,let022,kom bij jou logeeren Die wandeling,naar,de Vink had ik wel mee,let022:0.2.0.0.25
naar,let022,Maar toch verlang ik soms zoo,naar,Holland vooral naar Hel voirt Ik,let022:0.2.0.0.27
ois,let001,benauwd hebben op je wandelingen naar,Ois,ter wijk Gisteren is het hard,let001:0.2.0.0.11
ter,let001,hebben op je wandelingen naar Ois,ter,wijk Gisteren is het hard draverij,let001:0.2.0.0.11.4
ter,let001,Gisteren is het hard draverij geweest,ter,gelegenheid van de tentoonstelling maar de,let001:0.2.0.0.11
ter,let010,uitstellen Hoe gaat het U van,ter,zijde hoorde ik dat jelui huis,let010:0.2.0.0.9
ter,let010,huiswaerts Sleepte en een deuntje floot,ter,zijde op zijn bruintje gezeten Daer,let010:0.2.0.0.144
ter,let011,veldslet huiswaert Sleepte een deuntje floot,ter,zijde op zijn bruintje gezeten Daer,let011:0.2.0.0.128
wijk,let001,op je wandelingen naar Ois ter,wijk,Gisteren is het hard draverij geweest,let001:0.2.0.0.11
gisteren,let001,je wandelingen naar Ois ter wijk,Gisteren,is het hard draverij geweest ter,let001:0.2.0.0.11
gisteren,let008,genoegen doen Voor ik het vergeet,gisteren,heb ik aan Mevr Tersteeg je,let008:0.2.0.0.9
gisteren,let013,den Theems Dat was prachtig mooi,Gisteren,heb ik eene tentoonstel ling van,let013:0.2.0.0.14
gisteren,let026,Londen Juli Waarde Theo,Gisteren,is er een kist naar den,let026:0.2.0.0.7
gisteren,let027,hij Moe dat Pa het is,Gisteren,kregen wij een brief met allerlei,let027:0.2.0.0.28
is,let001,wandelingen naar Ois ter wijk Gisteren,is,het hard draverij geweest ter gelegenheid,let001:0.2.0.0.11
is,let001,gesteld om het slechte weer het,is,dus maar goed dat je niet,let001:0.2.0.0.11
is,let001a,gewoonlijk Voor de opgegeven N os,is,ongeveer f besteed Na U verzocht,let001a:0.2.0.0.17
is,let002,er wel pleizier in krijgen het,is,zoo’n mooie zaak Het zal een,let002:0.2.0.0.9
